epoch,mode,sample,requested_C_H_O,generated_C_H_O,species_key,base_atom_indices,base_bonds,attached_h_per_base_atom,in_species_training_reference,correct_for_condition,termination
300,sampled,863,"[1, 0, 2]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,False,STOP
300,sampled,864,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,865,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,866,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,867,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,868,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,869,"[1, 0, 2]","[0, 0, 1]",O,{0: 'O'},[],[0],True,False,STOP
300,sampled,870,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,871,"[1, 0, 2]","[0, 0, 1]",O,{0: 'O'},[],[0],True,False,STOP
300,sampled,872,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,873,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,874,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,875,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,876,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,877,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,878,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,879,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,880,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,881,"[1, 0, 2]","[0, 0, 1]",O,{0: 'O'},[],[0],True,False,STOP
300,sampled,882,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,883,"[1, 0, 2]","[0, 1, 2]",HO2,"{0: 'O', 1: 'O'}","[(0, 1, 1)]","[1, 0]",True,False,STOP
300,sampled,884,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,885,"[1, 0, 2]","[1, 1, 3]",Unknown,"{0: 'O', 1: 'O', 2: 'C', 3: 'O'}","[(0, 1, 1), (1, 2, 1), (2, 3, 2)]","[0, 0, 1, 0]",False,False,STOP
300,sampled,886,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,887,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,888,"[1, 0, 2]","[0, 0, 1]",O,{0: 'O'},[],[0],True,False,STOP
300,sampled,889,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,890,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,891,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,892,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,893,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,894,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,895,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,896,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,897,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,898,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,899,"[1, 0, 2]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,True,STOP
300,sampled,900,"[1, 0, 2]","[1, 1, 3]",Unknown,"{0: 'O', 1: 'C', 2: 'O', 3: 'O'}","[(0, 1, 1), (0, 2, 1), (1, 3, 2)]","[0, 0, 1, 0]",False,False,STOP
300,sampled,901,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,902,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,903,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,904,"[1, 1, 1]","[1, 2, 1]",Unknown,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 0]",False,False,STOP
300,sampled,905,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,906,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,907,"[1, 1, 1]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,False,STOP
300,sampled,908,"[1, 1, 1]","[1, 1, 2]",Unknown,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 2), (0, 2, 1)]","[1, 0, 0]",False,False,STOP
300,sampled,909,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,910,"[1, 1, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,911,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,912,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,913,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,914,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,915,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,916,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,917,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,918,"[1, 1, 1]","[1, 0, 1]",Unknown,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[0, 0]",False,False,STOP
300,sampled,919,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,920,"[1, 1, 1]","[2, 1, 0]",C2H,"{0: 'C', 1: 'C'}","[(0, 1, 3)]","[0, 1]",True,False,STOP
300,sampled,921,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,922,"[1, 1, 1]","[1, 1, 2]",Unknown,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 2), (0, 2, 1)]","[0, 0, 1]",False,False,STOP
300,sampled,923,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,924,"[1, 1, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,925,"[1, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,926,"[1, 1, 1]","[1, 3, 1]",CH2OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 2]",True,False,STOP
300,sampled,927,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,928,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,929,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,930,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,931,"[1, 1, 1]","[1, 3, 1]",CH2OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 2]",True,False,STOP
300,sampled,932,"[1, 1, 1]","[1, 2, 1]",Unknown,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[0, 2]",False,False,STOP
300,sampled,933,"[1, 1, 1]","[0, 1, 1]",OH,{0: 'O'},[],[1],True,False,STOP
300,sampled,934,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,935,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,936,"[1, 1, 1]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,False,STOP
300,sampled,937,"[1, 1, 1]","[2, 1, 1]",HCCO,"{0: 'C', 1: 'O', 2: 'C'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 1]",True,False,STOP
300,sampled,938,"[1, 1, 1]","[1, 3, 1]",CH3O,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[0, 3]",True,False,STOP
300,sampled,939,"[1, 1, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,940,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,941,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,942,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,943,"[1, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,944,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,945,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,946,"[1, 1, 1]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,False,STOP
300,sampled,947,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,948,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,949,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,950,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,951,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,952,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,953,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,954,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,955,"[1, 1, 1]","[1, 0, 2]",CO2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 2), (0, 2, 2)]","[0, 0, 0]",True,False,STOP
300,sampled,956,"[1, 1, 1]","[2, 1, 1]",HCCO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 1]",True,False,STOP
300,sampled,957,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,958,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,959,"[1, 1, 1]","[0, 1, 1]",OH,{0: 'O'},[],[1],True,False,STOP
300,sampled,960,"[1, 1, 1]","[2, 1, 1]",HCCO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 1]",True,False,STOP
300,sampled,961,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,962,"[1, 1, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,False,STOP
300,sampled,963,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,964,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,965,"[1, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,966,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,967,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,968,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,969,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,970,"[1, 1, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,False,STOP
300,sampled,971,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,972,"[1, 1, 1]","[0, 1, 1]",OH,{0: 'O'},[],[1],True,False,STOP
300,sampled,973,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,974,"[1, 1, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,False,STOP
300,sampled,975,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,976,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,977,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,978,"[1, 1, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,979,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,980,"[1, 1, 1]","[1, 3, 2]",CH3O2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 1)]","[0, 3, 0]",True,False,STOP
300,sampled,981,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,982,"[1, 1, 1]","[0, 1, 1]",OH,{0: 'O'},[],[1],True,False,STOP
300,sampled,983,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,984,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,985,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,986,"[1, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,987,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,988,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,989,"[1, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,990,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,991,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,True,STOP
300,sampled,992,"[1, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,993,"[1, 1, 1]","[1, 2, 1]",Unknown,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 0]",False,False,STOP
300,sampled,994,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,995,"[1, 1, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,996,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,997,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,998,"[1, 1, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,999,"[1, 1, 1]","[2, 1, 1]",HCCO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 1]",True,False,STOP
300,sampled,1000,"[1, 1, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,True,STOP
300,sampled,1001,"[1, 2, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,False,STOP
300,sampled,1002,"[1, 2, 1]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,False,STOP
300,sampled,1003,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1004,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1005,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1006,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1007,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,True,STOP
300,sampled,1008,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1009,"[1, 2, 1]","[1, 2, 1]",Unknown,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 0]",False,False,STOP
300,sampled,1010,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[0, 3]",True,False,STOP
300,sampled,1011,"[1, 2, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,False,STOP
300,sampled,1012,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1013,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1014,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,True,STOP
300,sampled,1015,"[1, 2, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,1016,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1017,"[1, 2, 1]","[1, 3, 1]",CH2OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 2]",True,False,STOP
300,sampled,1018,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1019,"[1, 2, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,False,STOP
300,sampled,1020,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1021,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1022,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1023,"[1, 2, 1]","[1, 3, 2]",CH3O2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 1), (1, 2, 1)]","[3, 0, 0]",True,False,STOP
300,sampled,1024,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,True,STOP
300,sampled,1025,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1026,"[1, 2, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,1027,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,True,STOP
300,sampled,1028,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1029,"[1, 2, 1]","[1, 0, 0]",C,{0: 'C'},[],[0],True,False,STOP
300,sampled,1030,"[1, 2, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1031,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1032,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1033,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1034,"[1, 2, 1]","[1, 3, 1]",CH3O,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[0, 3]",True,False,STOP
300,sampled,1035,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1036,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1037,"[1, 2, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,True,STOP
300,sampled,1038,"[1, 2, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,1039,"[1, 2, 1]","[1, 2, 0]",CH2,{0: 'C'},[],[2],True,False,STOP
300,sampled,1040,"[1, 2, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,False,STOP
